total_sellers,top_10_seller_count,top_10_gmv,top_10_gmv_share_pct,top_20_seller_count,top_20_gmv,top_20_gmv_share_pct,total_marketplace_gmv
3053,306,10492372.82,66.68,611,12892697.36,81.93,15735527.03
